uniprot_id,pdb_id,accession,all_goa_terms,chain_id
A8WHX9_DANRE,2MHF,A8WHX9,"GO:0005249, GO:0005267, GO:0005886, GO:0006813, GO:0015079, GO:0042802, GO:0106151, GO:1990573",A
A9CQL4_CHLRE,3Q0X,A9CQL4,GO:0042802,A
A9JTH8_DANRE,4ACJ,A9JTH8,"GO:1900193, GO:1902882",
AA1R_HUMAN,5N2S,P30542,"GO:0005886, GO:0005929, GO:0006909, GO:0006954, GO:0007165, GO:0007267, GO:0007399, GO:0014074, GO:0097190",A
AA2AR_HUMAN,2YDO,P29274,"GO:0001609, GO:0005516, GO:0005886, GO:0006909, GO:0006915, GO:0006954, GO:0006968, GO:0007188, GO:0007189, GO:0007267, GO:0007417, GO:0007596, GO:0007600, GO:0008015, GO:0008289, GO:0014074, GO:0016020, GO:0019899, GO:0042802",A
AA3R_HUMAN,8X16,P0DMS8,"GO:0006954, GO:0007165, GO:0007190, GO:0008016, GO:0008285, GO:0009611, GO:0030336, GO:0032088",R
AAAT_HUMAN,5LLM,Q15758,"GO:0005886, GO:0006865, GO:0006868, GO:0015171, GO:0015186, GO:0015297, GO:0015804, GO:0016020, GO:0030218, GO:0034451, GO:0036064, GO:0038023, GO:0070207",A
AAC2_MYCTU,1M44,P9WQG9,"GO:0030649, GO:0034069, GO:0047921",A
AAC6_ACIBA,4E8O,Q43899,"GO:0046677, GO:0047663",A
AAC6_ACIHA,4EVY,Q44057,"GO:0046677, GO:0047663",A
AAC6_SALEN,1S3Z,Q9R381,"GO:0006084, GO:0042803, GO:0046677, GO:0047663",A
AACC3_PSEAI,7MQK,P29808,"GO:0016999, GO:0042802, GO:0042803, GO:0046353, GO:0046356, GO:0071236, GO:0120225, GO:1901742",A
AACT_HUMAN,1AS4,P01011,"GO:0003677, GO:0005576, GO:0005615, GO:0005634, GO:0031093, GO:0034774, GO:0035578",A
AADAT_HUMAN,2QLR,Q8N5Z0,"GO:0005759, GO:0006103, GO:0006536, GO:0016212, GO:0042803, GO:0047315, GO:0047536, GO:0047958, GO:0050094, GO:0070189",A
AADH1_PEA,3IWK,Q8VWZ1,"GO:0019145, GO:0031402, GO:0042803, GO:0047107, GO:0110095",A
AADH1_SOLLC,4I8Q,Q56R04,"GO:0008802, GO:0019145, GO:0031402, GO:0042803, GO:0047105, GO:0047107, GO:0110095",A
AADH2_PEA,3IWJ,Q93YB2,"GO:0019145, GO:0031402, GO:0042803, GO:0047107, GO:0110095",A
AADK_BACSU,2PBE,P17585,"GO:0005737, GO:0042803, GO:0070566, GO:0071239",A
AAEP_CYTH3,3Q45,Q11T61,"GO:0000287, GO:0006518, GO:0016854",A
AAGAB_HUMAN,7TWD,Q6PD74,"GO:0005737, GO:0005829, GO:0016607",A
AAK1_HUMAN,4WSQ,Q2M2I8,"GO:0005112, GO:0005829, GO:0005886, GO:0006468, GO:0032880, GO:0035612, GO:0043231, GO:0045747, GO:0050821, GO:0061024, GO:2000369",A
AAK1_MOUSE,7LVH,Q3UHJ0,GO:0140238,A
AAKB1_HUMAN,4CFE,Q9Y478,"GO:0005634, GO:0005654, GO:0005829, GO:0031588, GO:0031669",B
AAKB1_RAT,1Z0M,P80386,"GO:0005829, GO:0019901, GO:0031588, GO:0032991",A
AAKB2_HUMAN,2F15,O43741,"GO:0005654, GO:0005829, GO:0031588, GO:0031669",A
AAKB2_RAT,2LU3,Q9QZH4,"GO:0005654, GO:0005737, GO:0005952, GO:0016324, GO:0019899, GO:0019901, GO:0031588",A
AAKG1_HUMAN,2UV4,P54619,"GO:0004691, GO:0005634, GO:0005654, GO:0005829, GO:0006468, GO:0007165, GO:0007283, GO:0008603, GO:0019887, GO:0019901, GO:0031588, GO:0031669, GO:0045860, GO:0051726",A
AAKG1_RAT,4EAG,P80385,"GO:0005524, GO:0005829, GO:0016208, GO:0019887, GO:0019901, GO:0031588, GO:0032991, GO:0043531, GO:0044877",C
AAKG_YEAST,2NYC,P12904,"GO:0005634, GO:0005641, GO:0005737, GO:0005886, GO:0006357, GO:0006914, GO:0007031, GO:0030447, GO:0031588, GO:0042802, GO:0043539, GO:0045722, GO:1904547, GO:2000217",A
AAMHY_RHILO,3KXP,Q988D4,"GO:0042803, GO:0042820, GO:0047411",A
AAPK1_HUMAN,4RED,Q13131,"GO:0002842, GO:0004672, GO:0004674, GO:0004679, GO:0005654, GO:0005737, GO:0005829, GO:0005929, GO:0006468, GO:0007165, GO:0009267, GO:0010508, GO:0016607, GO:0031588, GO:0031669, GO:0033554, GO:0036064, GO:0042149, GO:0043114, GO:0050870, GO:0061744, GO:0061762, GO:0070050, GO:0072657, GO:0072659, GO:0110076, GO:1903944, GO:1904262, GO:1905691, GO:1990044",A
AAPK1_RAT,4EAK,P54645,"GO:0004674, GO:0004679, GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0008284, GO:0009410, GO:0009631, GO:0014823, GO:0016324, GO:0030424, GO:0030425, GO:0031000, GO:0031588, GO:0032991, GO:0043025, GO:0043627, GO:0044877, GO:0045821, GO:0046627, GO:0055089, GO:0060627, GO:0070301, GO:0071277, GO:0071333, GO:0071361, GO:0071456, GO:0071466, GO:0097009",A
AAPK2_HUMAN,2H6D,P54646,"GO:0004672, GO:0004674, GO:0004679, GO:0004712, GO:0005634, GO:0005654, GO:0005794, GO:0005829, GO:0006468, GO:0007165, GO:0016239, GO:0016607, GO:0031588, GO:0031669, GO:0036064, GO:0042149, GO:1903944, GO:1904262, GO:1905691, GO:1990044",A
AAP_NEUCR,2XL1,P22702,GO:0009386,A
AAR2_YEAST,3SBS,P32357,"GO:0000244, GO:0005682",A
AASS_HUMAN,5L76,Q9UDR5,"GO:0005739, GO:0005759, GO:0006554, GO:0043231, GO:0047130, GO:0047131",A
AATA_PENCH,2X1C,P15802,"GO:0005782, GO:0042318, GO:0050640",A
AATC_HUMAN,3II0,P17174,"GO:0004069, GO:0005737, GO:0006533, GO:0032869, GO:0043490, GO:0051384, GO:0120554",A
AATC_YEAST,1YAA,P23542,"GO:0004069, GO:0005777, GO:0005829, GO:0006532, GO:0032938, GO:0043023",A
AAT_ECOLI,1AAM,P00509,"GO:0004069, GO:0004838, GO:0005737, GO:0009094, GO:0030170, GO:0033585, GO:0042802, GO:0042803",A
AATM_CHICK,1AKA,P00508,"GO:0004069, GO:0005739, GO:0005759, GO:0006103, GO:0006531, GO:0006536, GO:0042803",A
AATM_HUMAN,5AX8,P00505,"GO:0004069, GO:0005739, GO:0005759, GO:0005886, GO:0006533, GO:0015908, GO:0019470, GO:0043490, GO:0045471",A
AATM_MOUSE,3HLM,P05202,"GO:0004069, GO:0005739, GO:0005759, GO:0006107, GO:0006532, GO:0006538, GO:0019550, GO:0043490",A
AB140_YEAST,7AD9,Q08641,"GO:0005884, GO:0030488, GO:0030674, GO:0032432, GO:0051015, GO:0052735",A
AB16G_ARATH,8WTM,Q9M2V7,GO:0010208,A
AB19B_ARATH,8WOI,Q9LJX0,"GO:0005886, GO:0008361, GO:0009555, GO:0009637, GO:0009639, GO:0009640, GO:0009733, GO:0009741, GO:0009926, GO:0009958, GO:0010218, GO:0010315, GO:0010329, GO:0010540, GO:0010541, GO:0010928, GO:0016887, GO:0043481, GO:0048229, GO:0048364, GO:0048439, GO:0048443, GO:0048461, GO:0048527, GO:0051510, GO:0055085, GO:0060772, GO:0060918, GO:0090627, GO:0090691, GO:0140359, GO:1900459, GO:1901371, GO:1902347, GO:2000032",A
AB1B_ARATH,8ZPX,Q9ZR72,"GO:0005886, GO:0008361, GO:0009555, GO:0009637, GO:0009639, GO:0009640, GO:0009733, GO:0009741, GO:0009926, GO:0009958, GO:0010315, GO:0010328, GO:0010329, GO:0010928, GO:0016887, GO:0043481, GO:0048229, GO:0048439, GO:0048443, GO:0048461, GO:0051510, GO:0055085, GO:0090627, GO:1900459",B
AB1IP_HUMAN,3ZDL,Q7Z5R6,"GO:0005829, GO:0005886",B
AB1IP_MOUSE,3TCA,Q8R5A3,"GO:0002291, GO:0005829, GO:0005886, GO:0042101, GO:0045785",A
AB25B_ARATH,7N58,Q9LVM1,"GO:0005739, GO:0006777, GO:0006879, GO:0009555, GO:0009658, GO:0010288, GO:0010380, GO:0046686, GO:0048364, GO:0050790, GO:0051276",A
AB25G_ARATH,8I38,Q84TH5,"GO:0005886, GO:0009408, GO:0009409, GO:0009737, GO:0009738, GO:0010496, GO:0015562, GO:0042626, GO:0048581, GO:0055085, GO:0080168, GO:0140352",A
ABA3_BOTFB,8ZAC,A0A384JQC9,GO:0009688,A
ABC3A_HUMAN,2M65,P31941,"GO:0004126, GO:0005634, GO:0005654, GO:0005737, GO:0010526, GO:0044029, GO:0044355, GO:0045071, GO:0045087, GO:0051607",A
ABC3B_HUMAN,2NBQ,Q9UH17,"GO:0004126, GO:0005634, GO:0005654, GO:0010526, GO:0044355, GO:0051607",A
ABC3C_HUMAN,3VM8,Q9NRW3,"GO:0005634, GO:0005737, GO:0009972, GO:0010526, GO:0044029, GO:0044355, GO:0045071",A
ABC3F_HUMAN,3WUS,Q8IUX4,"GO:0000932, GO:0002230, GO:0003723, GO:0004126, GO:0005737, GO:0008270, GO:0010526, GO:0016553, GO:0030895, GO:0042802, GO:0044029, GO:0044355, GO:0045071, GO:0045087, GO:0045869, GO:0048525, GO:0051607, GO:0070383, GO:0140374, GO:1990904",A
ABC3G_HUMAN,2JYW,Q9HC16,"GO:0000932, GO:0002230, GO:0003723, GO:0004126, GO:0005737, GO:0005829, GO:0008270, GO:0008829, GO:0009972, GO:0010526, GO:0016553, GO:0030895, GO:0042802, GO:0045071, GO:0045087, GO:0045869, GO:0048525, GO:0051607, GO:0070383, GO:0140374, GO:1990904",A
ABC3G_MACMU,8EDJ,Q7YR23,"GO:0005737, GO:0045869, GO:0051607",A
ABC3H_HUMAN,5W45,Q6NTF7,"GO:0000932, GO:0004126, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0010526, GO:0044355, GO:0044828, GO:0045869, GO:0051607, GO:0070383",A
ABCA1_HUMAN,5XJY,O95477,"GO:0005102, GO:0005524, GO:0005548, GO:0005768, GO:0005789, GO:0005794, GO:0005886, GO:0007040, GO:0007186, GO:0007189, GO:0008203, GO:0009306, GO:0010745, GO:0010887, GO:0015485, GO:0016197, GO:0019905, GO:0023061, GO:0030139, GO:0031210, GO:0031267, GO:0032367, GO:0032489, GO:0033344, GO:0033700, GO:0034185, GO:0034186, GO:0034188, GO:0034380, GO:0034616, GO:0042632, GO:0043691, GO:0045121, GO:0045332, GO:0045335, GO:0046623, GO:0048471, GO:0051117, GO:0055091, GO:0060155, GO:0090107, GO:0090554, GO:0090556, GO:0097708, GO:0120020, GO:0140328",A
ABCA3_HUMAN,7W01,Q99758,"GO:0005770, GO:0005886, GO:0006855, GO:0008559, GO:0009410, GO:0010875, GO:0015914, GO:0016887, GO:0030659, GO:0032464, GO:0042599, GO:0042908, GO:0046470, GO:0046618, GO:0097208, GO:0097232, GO:0097233, GO:0120019, GO:0140345, GO:0150172, GO:1902995, GO:2001140",A
ABCA4_HUMAN,7E7I,P78363,"GO:0005502, GO:0005503, GO:0005524, GO:0005783, GO:0007601, GO:0007603, GO:0016020, GO:0016887, GO:0031410, GO:0034632, GO:0042574, GO:0045332, GO:0055085, GO:0090555, GO:0097381, GO:0140327",A
ABCA7_HUMAN,8EDW,Q8IZY2,"GO:0005548, GO:0005794, GO:0005886, GO:0030054, GO:0033344, GO:0033700, GO:0034188, GO:0034205, GO:0034380, GO:0038027, GO:0045332, GO:0090554, GO:0090556, GO:0140328, GO:1902991",A
ABCB6_HUMAN,3NH6,Q9NP58,"GO:0005524, GO:0005654, GO:0005739, GO:0005740, GO:0005741, GO:0005765, GO:0005783, GO:0005789, GO:0005794, GO:0005829, GO:0005886, GO:0006778, GO:0006779, GO:0007420, GO:0015439, GO:0015562, GO:0015886, GO:0016887, GO:0020037, GO:0032585, GO:0033013, GO:0033162, GO:0035351, GO:0036020, GO:0042168, GO:0043588, GO:0046906, GO:0070062, GO:0097225, GO:0097228, GO:0098849, GO:0140359, GO:1903232",A
ABCB7_HUMAN,7VGF,O75027,"GO:0005524, GO:0005739, GO:0005743, GO:0006879, GO:0015232, GO:0034755, GO:0042802, GO:0042803, GO:0070455, GO:0140466, GO:0140481, GO:1903331",A
ABCBA_HUMAN,3ZDQ,Q9NRK6,"GO:0005739, GO:0016887, GO:0031966, GO:0034514, GO:0042803, GO:0046985, GO:0048821, GO:0140359, GO:0170037",A
ABCBB_HUMAN,6LR0,O95342,"GO:0005886, GO:0006699, GO:0006805, GO:0006855, GO:0008206, GO:0008559, GO:0009986, GO:0015125, GO:0015126, GO:0015432, GO:0015721, GO:0015722, GO:0016324, GO:0016567, GO:0046618",U
ABCC8_HUMAN,6C3O,Q09428,"GO:0005267, GO:0005524, GO:0005886, GO:0006813, GO:0008282, GO:0015272, GO:0019829, GO:0044325, GO:0050796",E
ABCC9_RAT,7MIT,Q63563,"GO:0001669, GO:0006813, GO:0008281, GO:0008282, GO:0009410, GO:0015459, GO:0019829, GO:0019905, GO:0030315, GO:0033198, GO:0042802, GO:0071805, GO:0098655, GO:0098662, GO:0099104, GO:1901363, GO:1990573",E
ABCD1_HUMAN,7RR9,P33897,"GO:0000038, GO:0005324, GO:0005524, GO:0005737, GO:0005765, GO:0005777, GO:0005778, GO:0005789, GO:0005829, GO:0006635, GO:0007031, GO:0015607, GO:0015910, GO:0016887, GO:0019899, GO:0031966, GO:0032000, GO:0036109, GO:0036113, GO:0042626, GO:0042758, GO:0042760, GO:0042802, GO:0042803, GO:0043531, GO:0043651, GO:0047617, GO:0048471",A
ABCD3_HUMAN,8Z0F,P28288,"GO:0000038, GO:0005324, GO:0005524, GO:0005777, GO:0005782, GO:0005829, GO:0006633, GO:0006635, GO:0007031, GO:0015910, GO:0016887, GO:0042626, GO:0042760, GO:0042803, GO:0043231, GO:0047617",A
ABCD4_HUMAN,6JBJ,O14678,"GO:0005765, GO:0005777, GO:0005789, GO:0009235, GO:0015420, GO:0015889, GO:0042802",A
ABCF1_HUMAN,5ZXD,Q8NE71,"GO:0005524, GO:0005635, GO:0005654, GO:0005737, GO:0005829, GO:0006412, GO:0006413, GO:0006954, GO:0008135, GO:0008494, GO:0043022, GO:0045727",A
ABCG1_HUMAN,7FDV,P45844,"GO:0005524, GO:0005543, GO:0005654, GO:0005739, GO:0005794, GO:0005886, GO:0008203, GO:0009897, GO:0010745, GO:0010887, GO:0015485, GO:0019534, GO:0032367, GO:0033344, GO:0033700, GO:0033993, GO:0034041, GO:0034436, GO:0042632, GO:0042803, GO:0042987, GO:0043231, GO:0043531, GO:0046982, GO:0050714, GO:0055091, GO:0090554, GO:0120020, GO:0140328, GO:1902004, GO:1990961",A
ABCG2_HUMAN,5NJ3,Q9UNQ0,"GO:0005654, GO:0005886, GO:0008559, GO:0015143, GO:0015562, GO:0030148, GO:0031526, GO:0032217, GO:0032218, GO:0042626, GO:0042802, GO:0042803, GO:0045121, GO:0046415, GO:0046624, GO:0055085, GO:0070633, GO:0097744, GO:1990748, GO:1990962",A
ABCG8_HUMAN,5DO7,Q9H221,"GO:0010949, GO:0016324, GO:0030299, GO:0033344, GO:0042626, GO:0042632, GO:0043190, GO:0043235, GO:0045796, GO:0046982",B
ABDA_DROME,8F37,P29555,"GO:0000981, GO:0000987, GO:0001742, GO:0003700, GO:0005634, GO:0005667, GO:0005704, GO:0006355, GO:0006915, GO:0007399, GO:0007400, GO:0007422, GO:0007438, GO:0007494, GO:0007501, GO:0007506, GO:0007507, GO:0008354, GO:0008406, GO:0009952, GO:0010002, GO:0014019, GO:0035053, GO:0035224, GO:0035225, GO:0042694, GO:0043565, GO:0045893, GO:0045944, GO:0048636, GO:0048738, GO:0048806, GO:0090575, GO:0140297",A
ABDH_ECOLI,1WNB,P77674,"GO:0004029, GO:0005829, GO:0009447, GO:0019145, GO:0032991, GO:0042802, GO:0051289",A
ABEC2_HUMAN,2NYT,Q9Y235,"GO:0004126, GO:0016554, GO:0042802, GO:0044029",A
ABEC2_MOUSE,2RPZ,Q9WV35,"GO:0004126, GO:0016554, GO:0016556",A
ABF2_CAEEL,5IX5,G5EC68,"GO:0050829, GO:0050830",A
ABF2_YEAST,5JGH,Q02486,"GO:0000001, GO:0000002, GO:0000262, GO:0003677, GO:0008301, GO:0042645, GO:0090139",A
ABFB_ASPKW,1WD3,Q8NK89,"GO:0005576, GO:0019566, GO:0046556",A
ABHD5_MOUSE,5A4H,Q9DBL9,"GO:0005811, GO:0005829, GO:0010891, GO:0010898, GO:0050996, GO:0060229",A
ABHD6_HUMAN,7OTS,Q9BV23,"GO:0005886, GO:0019369, GO:0046464, GO:0047372",A
ABHDA_MOUSE,6NY9,Q6PE15,"GO:0002084, GO:0008474",B
ABHEB_HUMAN,1IMJ,Q96IU4,"GO:0005634, GO:0005654, GO:0005730, GO:0005829, GO:0016787, GO:0045944, GO:0050427",A
ABI1_HUMAN,7LXE,Q8IZP0,"GO:0005783, GO:0005829, GO:0007169, GO:0008092, GO:0008285, GO:0017124, GO:0030027, GO:0031209, GO:0032433, GO:0035591, GO:0061098",A
ABI2_HUMAN,2ED0,Q9NYB9,"GO:0000423, GO:0005737, GO:0005829, GO:0005912, GO:0007010, GO:0008093, GO:0010592, GO:0016477, GO:0016601, GO:0017124, GO:0018108, GO:0030027, GO:0031209, GO:0031625, GO:0032433, GO:0035591, GO:0042802, GO:0045186, GO:0070064, GO:2000601",A
ABIQ_LACLL,4GLK,Q9ZJ19,GO:0004521,A
ABL1_HUMAN,1AB2,P00519,"GO:0000278, GO:0000287, GO:0000400, GO:0000405, GO:0001784, GO:0001934, GO:0003713, GO:0003785, GO:0004515, GO:0004672, GO:0004674, GO:0004713, GO:0004715, GO:0005080, GO:0005524, GO:0005634, GO:0005654, GO:0005730, GO:0005737, GO:0005829, GO:0006298, GO:0006355, GO:0006974, GO:0006979, GO:0007204, GO:0007229, GO:0008047, GO:0008630, GO:0010506, GO:0010595, GO:0015629, GO:0016301, GO:0016604, GO:0017124, GO:0018108, GO:0019899, GO:0019905, GO:0030100, GO:0030145, GO:0030155, GO:0030516, GO:0030845, GO:0031113, GO:0032489, GO:0032956, GO:0032991, GO:0034599, GO:0035556, GO:0035791, GO:0038083, GO:0038096, GO:0038189, GO:0038191, GO:0042169, GO:0042770, GO:0043065, GO:0043539, GO:0043542, GO:0045944, GO:0046777, GO:0048471, GO:0050731, GO:0051019, GO:0051444, GO:0051496, GO:0051726, GO:0051882, GO:0051894, GO:0070064, GO:0070301, GO:0071103, GO:0097706, GO:0098794, GO:0141214, GO:1900026, GO:1902036, GO:1903351, GO:1904518, GO:1904528, GO:1904531, GO:1990051, GO:1990837, GO:2000042, GO:2000145",A
ABL1_MOUSE,1ABO,P00520,"GO:0000287, GO:0001843, GO:0001922, GO:0002322, GO:0002333, GO:0004672, GO:0004713, GO:0005524, GO:0005634, GO:0005737, GO:0006468, GO:0006909, GO:0006979, GO:0007173, GO:0007249, GO:0009791, GO:0015629, GO:0016301, GO:0018108, GO:0019904, GO:0021587, GO:0022408, GO:0030035, GO:0030036, GO:0030145, GO:0030182, GO:0030509, GO:0030514, GO:0031252, GO:0032729, GO:0032743, GO:0032956, GO:0033690, GO:0034446, GO:0035556, GO:0038191, GO:0042100, GO:0042127, GO:0043065, GO:0043123, GO:0043525, GO:0045580, GO:0045930, GO:0045931, GO:0046632, GO:0046875, GO:0048008, GO:0048013, GO:0048536, GO:0048538, GO:0050798, GO:0050852, GO:0050853, GO:0050885, GO:0051015, GO:0051281, GO:0051402, GO:0051649, GO:0051726, GO:0060020, GO:0060563, GO:0070371, GO:0070373, GO:0070374, GO:0071222, GO:0072359, GO:0090050, GO:0090398, GO:0098609, GO:1900272, GO:1903053, GO:1903905, GO:1904157, GO:1905244, GO:1905555, GO:2000096, GO:2000352, GO:2000406, GO:2000772, GO:2000773",A
ABL2_HUMAN,2ECD,P42684,"GO:0000287, GO:0001784, GO:0003785, GO:0004672, GO:0004713, GO:0004715, GO:0005829, GO:0007165, GO:0007200, GO:0007204, GO:0008047, GO:0010506, GO:0010976, GO:0015629, GO:0018108, GO:0019899, GO:0030100, GO:0030145, GO:0030155, GO:0032956, GO:0034599, GO:0036211, GO:0051015, GO:0071300, GO:2000145",A
ABL2_MOUSE,4XLI,Q4JIM5,"GO:0000287, GO:0001843, GO:0001891, GO:0002118, GO:0004713, GO:0006468, GO:0006909, GO:0006930, GO:0007015, GO:0007173, GO:0007249, GO:0007266, GO:0007612, GO:0007628, GO:0008104, GO:0008542, GO:0009791, GO:0010976, GO:0015629, GO:0016322, GO:0018108, GO:0021587, GO:0022408, GO:0030027, GO:0030036, GO:0030145, GO:0030182, GO:0031223, GO:0031410, GO:0032729, GO:0032743, GO:0035024, GO:0035264, GO:0035640, GO:0043123, GO:0043197, GO:0046632, GO:0048008, GO:0048813, GO:0050885, GO:0051017, GO:0051649, GO:0060020, GO:0060074, GO:0060563, GO:0070374, GO:0072359, GO:0097062, GO:0098609, GO:0098794, GO:0098978, GO:1903053, GO:1903905, GO:1904157, GO:2000096, GO:2000352, GO:2000406",A
ABLM2_HUMAN,1V6G,Q6H8Q1,GO:0015629,A
ABLM3_HUMAN,1UJS,O94929,"GO:0001725, GO:0030027, GO:0030032, GO:0060271",A
ABP1_MAIZE,1LR5,P13689,"GO:0008270, GO:0010011",A
ABP1_SCHPO,1IUF,P49777,"GO:0000779, GO:0000785, GO:0003677, GO:0007535, GO:0019237, GO:0031934, GO:0043565, GO:0061188, GO:0140463",A
ABP1_YEAST,1HQZ,P15891,"GO:0000147, GO:0005938, GO:0030479, GO:0044379, GO:0051015, GO:0051016, GO:2000601",1
ABPB_ECOLI,8ZUE,P52126,"GO:0010212, GO:0051607",B
ABRA_ABRPR,1ABR,P11140,"GO:0005534, GO:0017148, GO:0030598, GO:0045807",A
ABRA_RAT,2KRH,Q8K4K7,GO:0030017,A
ABRB_BACSU,1YFB,P08874,"GO:0042802, GO:0043937, GO:0045892",A
ABTIR_ACIB9,7UWG,A0A009IHW8,"GO:0003953, GO:0019677",A
AC4CH_ECOLI,1TE7,P67603,"GO:0005829, GO:0046135, GO:0106251",A
ACA2_ARATH,2M7E,O81108,"GO:0005388, GO:0005516, GO:0005789, GO:0015085, GO:0016020, GO:0070588",A
ACA8_ARATH,2M73,Q9LF79,"GO:0005388, GO:0005516, GO:0005886, GO:0051480",A
ACACA_HUMAN,2YL2,Q13085,"GO:0001650, GO:0003989, GO:0005829, GO:0015629, GO:0042802, GO:0046949",A
ACACB_HUMAN,2DN8,O00763,"GO:0003989, GO:0005634, GO:0005739, GO:0005741, GO:0005829, GO:0006084, GO:0042802, GO:0051289, GO:0055089",A
ACAC_YEAST,1OD2,Q00955,"GO:0003989, GO:0004075, GO:0005789, GO:0006085, GO:0006606, GO:0009317, GO:0016743, GO:0042759, GO:0042802, GO:0042803, GO:1905502",A
ACAD8_HUMAN,1RX0,Q9UKU7,"GO:0003995, GO:0005759, GO:0006629",A
ACAD9_HUMAN,8PHE,Q9H845,"GO:0001676, GO:0003995, GO:0004466, GO:0005634, GO:0005739, GO:0005743, GO:0030425, GO:0031966, GO:0032981, GO:0051791, GO:0070991",A
ACADL_HUMAN,8W0T,P28330,"GO:0004466, GO:0005759",A
ACADM_HUMAN,1EGC,P11310,"GO:0003995, GO:0005739, GO:0005759, GO:0006635, GO:0019254, GO:0030424, GO:0031966, GO:0033011, GO:0033539, GO:0042802, GO:0045329, GO:0051791, GO:0051793, GO:0070991, GO:0097228, GO:0120238",A
ACADS_HUMAN,2VIG,P16219,"GO:0003995, GO:0005739, GO:0006635, GO:0033539",A
ACADS_RAT,1JQI,P15651,"GO:0003995, GO:0005759, GO:0031966, GO:0033539, GO:0042594, GO:0042803, GO:0046359, GO:0050660, GO:0051384, GO:0071949",A
ACADV_HUMAN,2UXW,P49748,"GO:0003995, GO:0004466, GO:0005654, GO:0005730, GO:0005739, GO:0005759, GO:0015980, GO:0017099, GO:0030855, GO:0031966, GO:0033539, GO:0042645, GO:0042802, GO:0050660",A
ACADV_MOUSE,8CA1,P50544,"GO:0001659, GO:0009062, GO:0009409, GO:0033539, GO:0045717, GO:0046322, GO:0090181",A
ACATN_HUMAN,9M0S,O00400,"GO:0000139, GO:0005789, GO:0005886, GO:0008521, GO:0035348, GO:0042803, GO:0055085",A
ACBD5_HUMAN,3FLV,Q5T8D3,"GO:0000425, GO:0005654, GO:0005777, GO:0005778, GO:0005829, GO:0009062",A
ACBD6_HUMAN,2COP,Q9BR61,"GO:0000062, GO:0005634, GO:0005737, GO:0005829, GO:0008289",A
ACBP_HUMAN,2CB8,P07108,"GO:0005783, GO:0005788, GO:0005794, GO:0030156, GO:0032994, GO:0036042, GO:0036151, GO:0042802, GO:0097038, GO:1903060, GO:1905920, GO:2001140",A
ACBP_YEAST,1ST7,P31787,"GO:0005576, GO:0036042, GO:0042761",A
ACCA3_MYCTU,5MLK,P96890,"GO:0003989, GO:0004658, GO:0009317, GO:0015977",A
ACCA_ECOLI,2F9Y,P0ABD5,"GO:0005737, GO:0005829, GO:0006633, GO:0009317, GO:0009329, GO:0042802, GO:2001295",A
ACCC_ECOLI,1BNC,P24182,"GO:0004075, GO:0005737, GO:0005829, GO:0006633, GO:0009317, GO:0042803, GO:0045717, GO:2001295",A
ACCD5_MYCTU,2A7S,P9WQH7,"GO:0003989, GO:0004658, GO:0009317, GO:0015977, GO:0032991, GO:0042802",A
ACCD6_MYCTU,4FB8,P9WQH5,"GO:0003989, GO:0009317, GO:0019367",A
ACCO2_ARATH,5GJ9,Q41931,"GO:0005783, GO:0005794, GO:0009693, GO:0009727, GO:0010030, GO:0010494, GO:0071398, GO:0071732",A
ACD11_ARATH,4NT1,O64587,"GO:0008219, GO:0009751, GO:0042742, GO:0140338",A
ACD11_CAEEL,4Y9J,Q9XWZ2,"GO:0005504, GO:1990845",A
ACD11_HUMAN,2WBI,Q709F0,"GO:0004466, GO:0005634, GO:0005743, GO:0006635, GO:0017099, GO:0031966, GO:0033539, GO:0070991",A
ACDA2_METTE,9C0Q,Q9C4Z4,GO:0043885,A
ACD_HUMAN,2I46,Q96AP0,"GO:0000723, GO:0000781, GO:0000783, GO:0005654, GO:0006886, GO:0007004, GO:0010521, GO:0016233, GO:0016604, GO:0032202, GO:0032211, GO:0042162, GO:0044877, GO:0070182, GO:0070187, GO:0070198, GO:0070200, GO:0070203",A
ACDSB_HUMAN,2JIF,P45954,"GO:0003853, GO:0005739, GO:0005759, GO:0006550, GO:0006631, GO:0016937, GO:0042802",A
ACE2_HUMAN,1R42,Q9BYF1,"GO:0000122, GO:0001618, GO:0001817, GO:0002003, GO:0003051, GO:0003081, GO:0004175, GO:0004180, GO:0005576, GO:0005615, GO:0005788, GO:0005886, GO:0008237, GO:0008241, GO:0008270, GO:0009986, GO:0016324, GO:0019081, GO:0019229, GO:0030666, GO:0031526, GO:0042127, GO:0042802, GO:0045121, GO:0046718, GO:0046813, GO:0050727, GO:0051957, GO:0097746, GO:0098670, GO:0141109, GO:1903598, GO:1903779, GO:1905737, GO:2000379",A
ACE2_MOUSE,7WRH,Q8R0I0,"GO:0002003, GO:0004180, GO:0004181, GO:0005576, GO:0005737, GO:0005886, GO:0015827, GO:0031526, GO:0060452",D
ACE2_RAT,9N7D,Q5EGZ1,"GO:0004180, GO:0005615, GO:0048662, GO:0060135, GO:0070373",A
ACEA_ECOLI,1IGW,P0A9G6,"GO:0004451, GO:0006097, GO:0043169",A
ACEA_EMENI,1DQU,P28298,"GO:0005777, GO:0005782, GO:0009062, GO:0015976, GO:0045733",A
